,price,location,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost,version_num,color_num,engine_num,location_num
2815,69999,חיפה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2015,1998 ליטר בנזין,162000,1,אוטומטי,שנהב לבן,אחר,3,1693,380,70,82,12
2817,625000,עפולה,סקודה קארוק KAROQ AMBITION,2018,999 ליטר בנזין,170000,1,אוטומטי,אפור כהה,ליסינג,8,1604,614,9,151,32
2819,575000,עפולה,סקודה אוקטביה NEW OCTAVIA STYLE,2017,999 ליטר בנזין,92959,1,אוטומטי,כסוף מטאלי,פרטית,5,1604,582,44,151,32
2820,42000,אזור,ניסאן סנטרה SENTRA SV,2021,1997 ליטר בנזין,28000,1,אוטומטי,אפור מטל,ליסינג,5,1811,481,13,79,2
2821,70000,ירכא,קיה ספורטז' SPORTAGE URBAN,2017,1999 ליטר בנזין,83000,1,אוטומטי,כסף,פרטית,1,1835,735,46,84,16
2823,85000,כפר סבא,פורד S-MAX S MAX TREND,2013,1999 ליטר בנזין,170000,3,אוטומטי,שנהב לבן,פרטית,4,1693,652,70,84,19
2824,58900,חיפה,טויוטה קורולה HSD SDN SUN,2020,1798 ליטר בנזין,70000,1,אוטומטי,כסף מטלי,ליסינג,9,1811,241,49,60,12
2825,89999,פרדס חנה כרכור,קיה ספורטז' SPORTAGE URBAN,2016,1999 ליטר בנזין,99097,1,אוטומטי,לבן,פרטית,3,1584,735,53,84,34
2826,135900,פתח תקווה,קיה פיקנטו PICANTO LX,2020,1248 ליטר בנזין,31620,1,אוטומטי,שנהב לבן,פרטית,4,1235,740,70,7,35
2827,80900,פתח תקווה,פולקסווגן פאסאט PASSAT COMFORTLINE,2014,1798 ליטר בנזין,180000,3,אוטומטי,שנהב לבן,פרטית,11,1693,645,70,60,35
2829,103900,ראשון לציון,MG ZS EV NET-UP S,2021,חשמלי,42183,1,אוטומטי,תכלת מטאלי,פרטית,7,2130,3,72,152,38
2831,29900,חיפה,טויוטה קורולה COROLLA SUN,2016,1598 ליטר בנזין,190000,2,אוטומטי,שנהב לבן,ליסינג,2,1424,236,70,53,12
2832,116900,ראשון לציון,מרצדס CLA קלאס CLA250 E AMG,2021,1332 ליטר חשמל/בנזין,21000,1,אוטומטי,שנהב לבן,פרטית,1,3366,427,70,14,38
2833,92900,חיפה,סיטרואן ברלינגו BERLINGO MAXI,2013,1560 ליטר דיזל,365000,3,ידני,שנהב לבן,ליסינג,4,1424,574,70,43,12
2835,44900,עפולה,קיה פיקנטו PICANTO GT LINE,2020,1248 ליטר בנזין,24000,1,אוטומטי,שחור,פרטית,4,1235,739,65,7,32
2836,111900,פתח תקווה,סיטרואן ברלינגו BERLINGO XTR,2014,1560 ליטר דיזל,189000,1,אוטומטי,אפור,ליסינג,3,1693,577,6,43,35
2837,132900,ראשון לציון,מרצדס CLA קלאס CLA180 AMG PLUS,2021,1332 ליטר בנזין,20500,2,אוטומטי,שחור,פרטית,10,4731,420,65,13,38
2838,64900,רמת השרון,מיצובישי אטראז ATTRAGE INSTYLE,2016,1193 ליטר בנזין,240000,1,אוטומטי,כסוף בהיר,ליסינג,6,985,388,41,1,43
2839,59000,חדרה,קיה נירו NIRO PLUS GX,2022,1580 ליטר בנזין,11000,1,אוטומטי,שנהב לבן,פרטית,7,2130,717,70,44,10
2840,305000,נתניה,פולקסווגן פולו POLO TRENDLINE,2008,1390 ליטר בנזין,92000,1,ידני,כחול מטל,פרטית,7,880,650,36,23,28
2843,85000,חיפה,סיאט אטקה ATECA XCELLENCE,2018,1395 ליטר בנזין,95000,1,אוטומטי,שחור,פרטית,9,2019,541,65,24,12
2844,58000,חיפה,קיה ספורטז' SPORTAGE URBAN,2018,1999 ליטר בנזין,114000,1,אוטומטי,אפור,ליסינג,4,1835,735,6,84,12
2846,28000,נתניה,מזדה 6 MAZDA 6 SIGNATURE,2021,2488 ליטר בנזין,42000,1,אוטומטי,שנהב לבן,פרטית,3,2417,355,70,100,28
2847,165000,קרית שמונה,ב מ וו סדרה 4 420I M-SPORT,2021,1998 ליטר בנזין,8467,1,אוטומטי,שנהב לבן,פרטית,8,4731,104,70,82,37
2848,18500,רעננה,וולבו S60 T5 KINETIC,2014,1969 ליטר בנזין,155000,3,אוטומטי,שנהב לבן,פרטית,1,1693,168,70,66,44
2850,143500,בת ים,ב מ וו Z4 SDRIVE 20I M SHADOW,2022,1998 ליטר בנזין,8000,1,אוטומטי,שנהב לבן,פרטית,8,4731,89,70,82,7
2851,125000,ירכא,מרצדס A קלאס A200 STYLE,2019,1333 ליטר בנזין,28000,2,אוטומטי,שנהב לבן,פרטית,6,2563,403,70,15,16
2852,108900,באר טוביה,סקודה קודיאק KODIAQ AMBITION,2020,1498 ליטר בנזין,56825,1,אוטומטי,אפור מטל,פרטית,10,2417,618,13,39,5
2854,170500,תל אביב יפו,יונדאי I30 I30 INSPIRE,2014,1591 ליטר בנזין,162000,2,אוטומטי,שנהב לבן,ליסינג,11,1424,270,70,49,48
2855,340000,עפולה,ב מ וו X5 XDRIVE 30D LUXURY,2014,2993 ליטר דיזל,150000,2,אוטומטי,שנהב לבן,פרטית,2,2397,83,70,116,32
2857,119000,חיפה,יונדאי איוניק HYBRID PREMIUM FL,2019,1580 ליטר בנזין,50000,1,אוטומטי,שנהב לבן,ליסינג,10,1604,284,70,44,12
2858,363000,שפרעם,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,51815,1,אוטומטי,כסוף כהה,פרטית,2,1835,735,42,84,46
2859,152990,תל אביב יפו,רנו מגאן MEGANE INTENSE,2019,1461 ליטר דיזל,114000,1,אוטומטי,שנהב לבן,ליסינג,9,1604,750,70,29,48
2861,64900,ראשון לציון,סוזוקי SX4 SX4 GLX,2013,1586 ליטר בנזין,225000,2,אוטומטי,אפור מטל,פרטית,9,1205,520,13,47,38
2865,119000,חיפה,יונדאי איוניק HYBRID PREMIUM FL,2019,1580 ליטר בנזין,122000,1,אוטומטי,כסוף כהה,פרטית,10,1604,284,42,44,12
2866,121900,חיפה,יונדאי סנטה פה SANTA FE EXECUTIVE,2010,2199 ליטר דיזל,280000,2,אוטומטי,שחור,פרטית,10,1508,309,65,88,12
2869,42000,שדרות,סובארו פורסטר FORESTER 2.0 OSAKA,2018,1995 ליטר בנזין,148000,1,אוטומטי,כסף,פרטית,13,2019,510,46,76,45
2870,210000,טמרה,סיאט מי MII STYLE,2014,999 ליטר בנזין,140000,1,ידני,צהוב לימון,פרטית,9,985,558,60,151,14
2871,163930,נתניה,אאודי A4 A4 EXECUTIVE,2016,1798 ליטר בנזין,110000,2,אוטומטי,שנהב לבן,פרטית,11,1962,15,70,60,28
2872,45000,פתח תקווה,ב מ וו סדרה 3 318I BUSINESS,2021,1998 ליטר בנזין,44000,2,אוטומטי,שחור,פרטית,10,3366,96,65,82,35
2874,51000,ירושלים,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2019,1998 ליטר בנזין,110000,1,אוטומטי,לבן,אחר,5,2019,380,53,82,15
2875,135000,אבן יהודה,יונדאי IX35 IX35 PRIME,2015,1999 ליטר בנזין,70000,1,אוטומטי,שנהב לבן,פרטית,6,1584,279,70,84,0
2876,110900,אשדוד,פיג'ו 3008 3008 ACTIVE,2021,1199 ליטר בנזין,30000,1,אוטומטי,אפור כהה,פרטית,2,2130,691,9,4,4
2878,20900,ראשון לציון,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,60000,2,אוטומטי,שנהב לבן,ליסינג,1,1604,283,70,44,38
2881,108900,רמת השרון,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,112000,1,אוטומטי,כסף מטלי,ליסינג,7,1604,241,49,60,43
2882,144000,ירכא,קיה ספורטז' SPORTAGE URBAN,2015,1591 ליטר בנזין,128000,2,אוטומטי,שנהב לבן,ליסינג,9,1424,735,70,49,16
2883,73900,ראשון לציון,מיצובישי אאוטלנדר OUTLANDER PREMIUM,2016,1998 ליטר בנזין,130000,1,אוטומטי,שחור,פרטית,1,1693,385,65,82,38
2886,112000,לוד,סיאט איביזה IBIZA STYLE,2016,999 ליטר בנזין,82000,2,אוטומטי,שן פיל,פרטית,2,985,546,69,151,21
2887,155000,ירכא,יונדאי I20 I20 PRIME,2019,998 ליטר בנזין,110000,1,אוטומטי,שחור,ליסינג,11,1102,265,65,150,16
2889,118990,קרית שמונה,קיה ספורטז' SPORTAGE URBAN,2016,1591 ליטר בנזין,160000,2,אוטומטי,שנהב לבן,פרטית,6,1424,735,70,49,37
2890,62000,רחובות,איסוזו D-Max PICK-UP S,2014,2499 ליטר דיזל,197000,1,ידני,שנהב לבן,פרטית,11,1693,67,70,105,39
2891,103900,ראשון לציון,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,99000,2,אוטומטי,שחור מטלי,פרטית,8,1604,584,67,39,38
2894,55000,בת ים,מזדה 3 MAZDA 3 SPIRIT,2014,1998 ליטר בנזין,195000,3,אוטומטי,אפור,פרטית,9,1584,343,6,82,7
2895,67500,חיפה,מרצדס E קלאס E300 E AMG LINE,2020,1991 ליטר חשמל/בנזין,20600,1,אוטומטי,שחור,פרטית,11,3357,436,65,73,12
2897,75000,קרית שמונה,טויוטה C-HR C-HR CITY,2017,1197 ליטר בנזין,135000,2,אוטומטי,שחור מטלי,פרטית,2,1604,181,67,2,37
2898,109000,נתניה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,49000,1,אוטומטי,אפור,פרטית,5,1835,381,6,82,28
2899,109000,ראשון לציון,אופל מוקה X ENJOY - SR,2018,1364 ליטר בנזין,95000,2,אוטומטי,שחור מטלי,פרטית,7,1604,55,67,19,38
2900,85000,לוד,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2016,1998 ליטר בנזין,165000,3,אוטומטי,שנהב לבן,פרטית,5,1693,380,70,82,21
2901,137000,אבן יהודה,MG EHS PHEV NET-UP,2022,1490 ליטר חשמל/בנזין,9000,1,אוטומטי,שנהב לבן,פרטית,1,2130,1,70,34,0
2903,395000,ירכא,קיה נירו PHEV LX,2021,1580 ליטר חשמל/בנזין,50000,2,אוטומטי,כסף,ליסינג,3,2130,718,46,45,16
2905,107500,בת ים,קיה ספורטז' SPORTAGE URBAN,2018,1591 ליטר בנזין,99000,1,אוטומטי,אפור,פרטית,8,1604,735,6,49,7
2908,97000,ראשון לציון,יונדאי טוסון TUCSON PRIME PLUS,2018,1999 ליטר בנזין,83000,2,אוטומטי,שחור,פרטית,5,1835,300,65,84,38
2909,165000,נצרת,קיה פיקנטו PICANTO LX,2019,1248 ליטר בנזין,116000,1,אוטומטי,שנהב לבן,השכרה,1,1102,740,70,7,26
2911,138900,ראשון לציון,קיה פיקנטו PICANTO GT LINE,2019,1248 ליטר בנזין,78000,1,אוטומטי,לבן,פרטית,8,1102,739,53,7,38
2912,64900,ראשון לציון,מיצובישי L-200 L200 INSTYLE,2019,2442 ליטר דיזל,54918,1,אוטומטי,לבן,ליסינג,6,2563,377,53,96,38
2913,112500,ראשון לציון,קאדילאק SRX SRX LUXURY,2013,3564 ליטר בנזין,204000,4,אוטומטי,אפור,השכרה,3,2397,706,6,133,38
2914,83000,ראשון לציון,דאציה דאסטר DUSTER LAUREATE,2020,1461 ליטר דיזל,121165,1,ידני,בז מטאלי,ליסינג,8,1529,145,19,29,38
2915,66900,חיפה,מזדה 3 MAZDA 3 SPIRIT,2020,1998 ליטר בנזין,45000,1,אוטומטי,שנהב לבן,פרטית,12,1835,343,70,82,12
2917,71000,עפולה,מרצדס CLA קלאס CLA180 AMG PLUS,2021,1332 ליטר בנזין,20600,1,אוטומטי,שחור,פרטית,10,4731,420,65,13,32
2921,55000,אבן יהודה,יונדאי טוסון TUCSON PREMIUM,2017,1999 ליטר בנזין,179000,3,אוטומטי,שנהב לבן,פרטית,1,2019,297,70,84,0
2923,123000,ראשון לציון,מיצובישי אאוטלנדר OUTLANDER INTENSE,2018,1998 ליטר בנזין,140000,1,אוטומטי,אפור,השכרה,4,2019,381,6,82,38
2925,268000,טמרה,יונדאי אלנטרה ELANTRA INSPIRE SR,2018,1591 ליטר בנזין,180000,1,אוטומטי,כחול מטל,ליסינג,3,1604,289,36,49,14
2928,45000,פתח תקווה,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,80711,2,אוטומטי,שחור מטלי,פרטית,2,1604,241,67,60,35
2929,79900,ראשון לציון,קיה נירו NIRO LX,2019,1580 ליטר בנזין,94337,2,אוטומטי,שנהב לבן,פרטית,8,1604,715,70,44,38
2930,120900,פתח תקווה,יונדאי I25 I25 INSPIRE,2013,1591 ליטר בנזין,175000,4,אוטומטי,כסף,פרטית,9,1205,268,46,49,35
2931,114000,נתניה,קיה ספורטז' SPORTAGE URBAN,2018,1591 ליטר בנזין,131000,1,אוטומטי,לבן,פרטית,4,1604,735,53,49,28
2932,64900,ראשון לציון,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2018,1499 ליטר בנזין,80000,1,אוטומטי,שנהב לבן,פרטית,5,1835,391,70,40,38
2933,70000,עראבה,קיה סטוניק STONIC GT LINE,2021,998 ליטר בנזין,28006,1,אוטומטי,שחור,פרטית,5,1811,724,65,150,33
2934,110000,עפולה,טויוטה C-HR HYBRID CLUB,2020,1798 ליטר בנזין,81585,1,אוטומטי,לבן,אחר,12,1604,187,53,60,32
2935,53900,ראשון לציון,קיה פיקנטו PICANTO EX,2021,1248 ליטר בנזין,34753,1,אוטומטי,כסוף כהה,פרטית,1,1235,738,42,7,38
2936,84000,סינון עם האלגוריתם,קיה פיקנטו PICANTO LX,2020,1248 ליטר בנזין,120000,1,אוטומטי,כסף,ליסינג,4,1235,740,46,7,30
2938,118900,רמת השרון,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,152000,1,אוטומטי,כסף מטלי,ליסינג,2,2019,381,49,82,43
2940,109000,ירושלים,פורד פוקוס FOCUS TREND,2017,1498 ליטר בנזין,99000,1,אוטומטי,אפור כהה,ליסינג,8,1604,666,9,39,15
2941,110090,רעננה,יונדאי IX35 IX35 INSPIRE,2013,1998 ליטר בנזין,119000,2,אוטומטי,אפור,פרטית,1,1693,277,6,82,44
2943,116000,כפר סבא,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2019,1998 ליטר בנזין,127000,1,אוטומטי,שחור,ליסינג,2,2019,380,65,82,19
2944,85900,חיפה,קאדילאק SRX SRX LUXURY C3U,2015,3564 ליטר בנזין,125000,2,אוטומטי,שחור,פרטית,11,2397,707,65,133,12
2946,147440,נתניה,טויוטה יאריס YARIS SOL,2019,1496 ליטר בנזין,82000,1,אוטומטי,שנהב לבן,ליסינג,11,1102,220,70,36,28
2947,128000,שדרות,יונדאי טוסון TUCSON LUXURY,2018,1999 ליטר בנזין,117000,3,אוטומטי,שנהב לבן,פרטית,6,2019,294,70,84,45
2948,79999,חיפה,ב מ וו סדרה 1 118I S,2018,1499 ליטר בנזין,130000,3,אוטומטי,שנהב לבן,פרטית,11,2019,90,70,40,12
2951,114900,ראשון לציון,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,90000,1,אוטומטי,שנהב לבן,ליסינג,5,1353,550,70,151,38
2952,127000,אבן יהודה,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,56000,1,אוטומטי,שנהב לבן,פרטית,2,1604,241,70,60,0
2953,86000,חולון,פיג'ו 3008 3008 ACTIVE,2020,1199 ליטר בנזין,63000,1,אוטומטי,שנהב לבן,פרטית,11,1835,691,70,4,11
2954,157140,נתניה,יונדאי טוסון TUCSON PREMIUM,2016,1999 ליטר בנזין,75992,1,אוטומטי,כחול מטאלי,פרטית,5,1584,297,35,84,28
2955,73000,חיפה,מיצובישי ASX ASX INTENSE,2018,1998 ליטר בנזין,124000,2,אוטומטי,אדום,פרטית,4,1604,373,0,82,12
2956,119000,עפולה,קיה ספורטז' SPORTAGE URBAN,2016,1999 ליטר בנזין,114000,2,אוטומטי,כסף,פרטית,7,1584,735,46,84,32
2957,99990,קרית שמונה,ניסאן מיקרה MICRA VISIA,2018,1198 ליטר בנזין,122000,1,אוטומטי,שנהב לבן,ליסינג,4,1102,478,70,3,37
2959,102000,נתניה,ב מ וו סדרה 3 330E IPERFORMAN EXCLUSIVE,2017,1998 ליטר חשמל/בנזין,80000,1,אוטומטי,שנהב לבן,פרטית,2,2563,100,70,83,28
2960,95000,לוד,מזדה 3 MAZDA 3 SPIRIT,2015,1998 ליטר בנזין,150000,2,אוטומטי,שחור,פרטית,4,1584,343,65,82,21
2963,120000,נתניה,שברולט טרוורס TRAVERSE LT,2011,3564 ליטר בנזין,220000,2,אוטומטי,שנהב לבן,פרטית,1,1508,782,70,133,28
2964,93900,חיפה,קיה פיקנטו PICANTO LX,2018,1248 ליטר בנזין,88000,2,אוטומטי,כסף,פרטית,6,1102,740,46,7,12
2965,74900,עפולה,קיה נירו NIRO EX,2017,1580 ליטר בנזין,113000,1,אוטומטי,לבן,פרטית,6,1604,714,53,44,32
2970,65900,ראשון לציון,יונדאי I10 I10 INSIGHT,2015,998 ליטר בנזין,106000,3,אוטומטי,שנהב לבן,ליסינג,3,985,253,70,150,38
2971,113900,חיפה,קיה סורנטו SORENTO URBAN,2018,2359 ליטר בנזין,140000,1,אוטומטי,שנהב לבן,פרטית,10,2019,722,70,92,12
2972,147900,חיפה,אופל אסטרה ASTRA ENJOY-ST,2017,1399 ליטר בנזין,90000,1,אוטומטי,שנהב לבן,פרטית,5,1604,49,70,28,12
2973,48000,עפולה,לנד רובר דיסקאברי DISCOVERY SE 240,2018,1999 ליטר דיזל,76000,2,אוטומטי,ברונזה,פרטית,1,3357,317,21,85,32
2975,97900,פתח תקווה,יונדאי סונטה HYBRID LIMITED,2016,1999 ליטר בנזין,130000,1,אוטומטי,שחור,פרטית,11,1693,304,65,84,35
2976,122900,ראשון לציון,מזדה CX-30 CX-30 COMFORT,2021,1998 ליטר בנזין,54000,2,אוטומטי,שחור,אחר,5,2130,357,65,82,38
2977,179000,ראשון לציון,מזדה 2 MAZDA 2 DYNAMIC,2020,1496 ליטר בנזין,29000,2,אוטומטי,שנהב לבן,אחר,9,1529,337,70,36,38
2978,410000,ירכא,יונדאי I20 I20 PRESTIGE,2020,998 ליטר בנזין,59077,2,אוטומטי,שנהב לבן,פרטית,5,1529,264,70,150,16
2979,104900,פתח תקווה,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,51000,1,אוטומטי,שחור,פרטית,11,1835,735,65,54,35
2980,42000,עפולה,מזדה 3 MAZDA 3 SPORT,2017,1998 ליטר בנזין,63000,2,אוטומטי,אפור,פרטית,6,1604,344,6,82,32
2982,41900,באר טוביה,מזדה CX-5 CX-5 SIGNATURE,2020,2488 ליטר בנזין,59000,1,אוטומטי,שנהב לבן,פרטית,1,3366,364,70,100,5
2984,112500,בת ים,מזדה 3 MAZDA 3 SPIRIT,2020,1998 ליטר בנזין,60000,2,אוטומטי,שנהב לבן,פרטית,6,2130,343,70,82,7
2985,109500,קרית אתא,סיטרואן C5 AIRCROSS C5 AIRCROSS FEEL,2020,1499 ליטר דיזל,92349,1,אוטומטי,שנהב לבן,פרטית,1,2130,569,70,41,36
2988,85900,פתח תקווה,אאודי Q5 Q5 DESIGN LMTD,2019,1984 ליטר בנזין,70000,1,אוטומטי,שנהב לבן,אחר,6,3357,36,70,68,35
2989,115000,רמלה,ניסאן סנטרה SENTRA SR,2019,1798 ליטר בנזין,130000,1,אוטומטי,שנהב לבן,ליסינג,2,1604,480,70,60,41
2990,82000,בת ים,פיג'ו 3008 3008 ACTIVE,2019,1199 ליטר בנזין,129971,1,אוטומטי,אפור כהה,ליסינג,2,1835,691,9,4,7
2991,59000,חיפה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,115000,1,אוטומטי,אדום,ליסינג,2,2019,381,0,82,12
2993,112500,מאיפה שנוח לך בארץ,סקודה קודיאק KODIAQ AMBITION,2020,1498 ליטר בנזין,70000,1,אוטומטי,שחור מטלי,ליסינג,11,2019,618,67,39,22
2996,179000,ראשון לציון,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,139000,1,אוטומטי,שנהב לבן,פרטית,4,1835,735,70,54,38
2997,119900,רעננה,יונדאי I30 I30 INSPIRE,2010,1591 ליטר בנזין,199000,4,אוטומטי,שחור,פרטית,2,1262,270,65,49,44
2998,220000,עפולה,ניסאן סנטרה SENTRA SR,2017,1798 ליטר בנזין,174000,2,אוטומטי,שחור,השכרה,5,1604,480,65,60,32
3001,124900,נתניה,קיה פיקנטו PICANTO LX,2018,1248 ליטר בנזין,89000,1,אוטומטי,כסף,פרטית,3,1102,740,46,7,28
3002,17000,חיפה,קיה ספורטז' SPORTAGE URBAN,2018,1999 ליטר בנזין,71000,2,אוטומטי,שנהב לבן,פרטית,4,1835,735,70,84,12
3003,156900,ירושלים,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,122775,1,אוטומטי,כסוף,ליסינג,7,1835,735,40,54,15
3005,104000,נתניה,פולקסווגן גולף GOLF TRENDLIN SFR,2008,1595 ליטר בנזין,185000,4,אוטומטי,אדום מטל,פרטית,8,1262,637,5,50,28
3007,23900,ראשון לציון,קיה פיקנטו PICANTO EX,2018,1248 ליטר בנזין,57630,1,אוטומטי,שנהב לבן,פרטית,1,1102,738,70,7,38
3009,67000,נתניה,לקסוס UX 250H F-SPORT MI,2021,1987 ליטר בנזין,9901,1,אוטומטי,לבן,פרטית,9,3366,331,53,70,28
3010,114500,בת ים,מיצובישי אאוטלנדר OUTLANDER ELITE,2016,1998 ליטר בנזין,123764,2,אוטומטי,אפור,פרטית,3,1693,379,6,82,7
3011,62000,חיפה,סובארו פורסטר FORESTER SPORT,2020,2498 ליטר בנזין,34443,1,אוטומטי,שחור,פרטית,11,2019,514,65,104,12
3012,115000,לוד,קיה ספורטז' SPORTAGE URBAN,2021,1598 ליטר דיזל,60000,1,אוטומטי,שנהב לבן,פרטית,11,2130,735,70,54,21
3013,90900,אשדוד,פיאט 500X 500X POP STAR,2015,1368 ליטר בנזין,121000,1,אוטומטי,בז,פרטית,6,1424,674,18,20,4
3014,58000,נס ציונה,יונדאי טוסון TUCSON OPEN SKY,2017,1999 ליטר בנזין,104000,1,אוטומטי,שנהב לבן,פרטית,5,2019,295,70,84,25
3015,20999,חיפה,רנו קליאו CLIO EX PACK PLUS,2014,1197 ליטר בנזין,75000,2,אוטומטי,שנהב לבן,פרטית,4,1205,761,70,2,12
3016,59900,נתניה,סקודה קודיאק KODIAQ AMBITION,2019,1968 ליטר דיזל,35748,1,אוטומטי,כסף מטלי,פרטית,7,2019,618,49,65,28
3017,73900,פתח תקווה,קיה פיקנטו PICANTO GT LINE,2021,1248 ליטר בנזין,41000,1,אוטומטי,שחור,פרטית,11,1235,739,65,7,35
3020,104900,פתח תקווה,טויוטה C-HR HYBRID CHIC,2019,1798 ליטר בנזין,60000,2,אוטומטי,שנהב לבן,ליסינג,1,1835,185,70,60,35
3021,172900,רמת השרון,קיה פיקנטו PICANTO LX,2013,1248 ליטר בנזין,116000,2,אוטומטי,כסף,ליסינג,8,985,740,46,7,43
3022,122000,איכסאל,קיה פורטה FORTE LX,2014,1591 ליטר בנזין,140000,4,אוטומטי,שנהב לבן,פרטית,8,1424,736,70,49,3
3023,45900,ראשון לציון,ניסאן קשקאי QASHQAI ACENTA,2018,1598 ליטר דיזל,112909,1,אוטומטי,לבן,אחר,4,1835,483,53,54,38
3024,107000,עיספיא,ניסאן X TRAIL X-TRAIL ACENTA,2016,1598 ליטר דיזל,160000,1,אוטומטי,שנהב לבן,פרטית,3,1693,464,70,54,31
3025,36900,ראשון לציון,מזדה 5 MAZDA 5 S,2006,1999 ליטר בנזין,236000,2,אוטומטי,כסף,ליסינג,10,1369,349,46,84,38
3026,163900,פתח תקווה,קיה נירו NIRO EX,2017,1580 ליטר בנזין,124545,1,אוטומטי,שחור,פרטית,1,1604,714,65,44,35
3027,85900,רמת השרון,טויוטה קורולה COROLLA GLI,2016,1598 ליטר בנזין,141199,1,אוטומטי,שחור מטלי,פרטית,2,1424,234,67,53,43
3029,137900,ראשון לציון,קיה פיקנטו PICANTO LX,2020,1248 ליטר בנזין,68867,1,אוטומטי,שנהב לבן,ליסינג,4,1235,740,70,7,38
3030,130000,נתניה,קיה פיקנטו PICANTO LX,2014,1248 ליטר בנזין,120000,2,אוטומטי,שנהב לבן,פרטית,4,985,740,70,7,28
3031,36500,רחובות,רנו קליאו CLIO LIFE,2019,1197 ליטר בנזין,130000,1,אוטומטי,שנהב לבן,ליסינג,1,1102,762,70,2,39
3032,39990,קרית שמונה,ג'יפ רנגלר 4XE RUBICON,2022,1995 ליטר חשמל/בנזין,10000,2,אוטומטי,שחור מטלי,פרטית,1,4731,131,67,78,37
3033,114000,מאיפה שנוח לך בארץ,קיה פיקנטו PICANTO LX,2019,1248 ליטר בנזין,95000,1,אוטומטי,כסף,ליסינג,11,1102,740,46,7,22
3035,23000,חולון,טויוטה יאריס YARIS SOL,2016,1329 ליטר בנזין,112000,1,אוטומטי,שנהב לבן,ליסינג,4,1205,220,70,12,11
3036,94900,חיפה,מרצדס CLA קלאס CLA180 URBAN,2016,1595 ליטר בנזין,170000,1,אוטומטי,שנהב לבן,פרטית,3,1962,423,70,50,12
3037,74900,חיפה,סקודה סופרב NEW SUPERB AMBITION,2016,1798 ליטר בנזין,129000,2,אוטומטי,לבן,ליסינג,5,1693,596,53,60,12
3038,74900,ראשון לציון,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE IMITED ED SR,2022,3604 ליטר בנזין,5000,1,אוטומטי,שנהב לבן,פרטית,6,4731,121,70,136,38
3039,71900,חיפה,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,130000,1,אוטומטי,שחור מטלי,ליסינג,6,1604,241,67,60,12
3041,55000,כפר כנא,קיה ספורטז' SPORTAGE PREMIUM,2020,1591 ליטר בנזין,48870,1,אוטומטי,כחול,פרטית,7,2417,732,31,49,18
3042,449990,קרית שמונה,מזדה 6 MAZDA 6 PREMIUM PLUS,2013,2488 ליטר בנזין,119000,4,אוטומטי,כסוף כהה,פרטית,6,1693,354,42,100,37
3043,66000,אבן יהודה,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,91965,1,אוטומטי,אפור,פרטית,1,1835,735,6,54,0
3044,97000,נתניה,מזדה 2 MAZDA 2 PURE WHITE,2021,1496 ליטר בנזין,10000,1,אוטומטי,שנהב לבן,פרטית,1,1529,338,70,36,28
3046,122000,קרית שמונה,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,139000,2,אוטומטי,קפה מטאלי,פרטית,3,1604,584,62,39,37
3048,365000,אום אל-פחם,קיה ריו RIO LX,2014,1396 ליטר בנזין,90000,2,אוטומטי,כסף,פרטית,1,1205,745,46,26,1
3049,108000,שדרות,מרצדס C קלאס C180 AVANTGARDE F,2019,1595 ליטר בנזין,59776,1,אוטומטי,כסף,פרטית,11,3357,407,46,50,45
3050,65000,פתח תקווה,קיה סטוניק STONIC LX,2019,998 ליטר בנזין,57000,1,אוטומטי,שנהב לבן,ליסינג,7,1353,725,70,150,35
3051,127900,רמת השרון,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,58322,1,אוטומטי,לבן,פרטית,4,1835,735,53,84,43
3052,62900,ראשון לציון,סקודה ראפיד RAPID AMBITION,2014,1390 ליטר בנזין,208200,3,אוטומטי,שחור מטלי,ליסינג,3,1205,623,67,23,38
